date,bikes_nb,for_rent,disabled,reserved,no_station
1701391122,273,259,0,0,9
1701395768,284,273,0,0,8
1701397681,284,274,0,0,8
1701400081,282,273,0,0,7
1701403753,287,279,0,0,7
1701407244,294,285,0,0,7
1701411009,294,282,0,0,8
1701414402,239,228,0,0,10
1701418197,248,235,0,0,12
1701421661,242,224,0,0,18
1701425292,239,220,0,0,18
1701428749,206,190,0,0,14
1701432804,223,201,0,0,20
1701436242,215,196,0,0,17
1701439624,215,193,0,0,20
1701443250,206,182,0,0,21
1701446937,187,158,0,0,26
1701450412,209,179,0,0,26
1701454156,208,178,0,0,28
1701457533,220,188,0,0,31
1701461246,220,191,0,0,28
1701464774,219,197,0,0,20
1701468395,208,187,0,0,19
1701471981,243,220,0,0,21
1701477266,239,221,0,0,16
1701481304,249,231,0,0,15
1701483400,251,233,0,0,17
1701486436,253,236,0,0,17
1701490109,250,230,0,0,19
1701493571,254,238,0,0,16
1701497332,250,234,0,0,16
1701500763,258,240,0,0,17
1701504502,247,228,0,0,18
1701507968,230,216,0,0,14
1701511596,224,209,0,0,15
1701515105,194,181,0,0,13
1701519091,206,195,0,0,11
1701522408,207,191,0,0,14
1701525938,202,187,0,0,15
1701529558,191,172,0,0,19
1701533271,173,154,0,0,19
1701536742,168,146,0,0,20
1701540483,179,159,0,0,18
1701543886,186,164,0,0,19
1701547586,184,160,0,0,20
1701551141,194,173,0,0,19
1701554758,204,186,0,0,17
1701558373,197,175,0,0,17
1701563872,188,171,0,0,15
1701568333,197,180,0,0,16
1701570094,195,179,0,0,16
1701572826,197,181,0,0,16
1701576497,195,179,0,0,15
1701579987,197,181,0,0,15
1701583718,191,175,0,0,15
1701587180,229,208,0,0,20
1701590914,224,202,0,0,20
1701594381,211,191,0,0,19
1701598020,202,182,0,0,20
1701601528,183,165,0,0,18
1701605544,188,169,0,0,19
1701608860,176,156,0,0,18
1701612331,165,146,0,0,18
1701615981,164,144,0,0,18
1701619695,146,122,0,0,22
1701623134,163,143,0,0,19
1701626877,140,122,0,0,17
1701630282,164,145,0,0,17
1701634017,169,151,0,0,16
1701637539,176,156,0,0,18
1701641184,187,168,0,0,18
1701644798,196,180,0,0,15
1701650172,199,184,0,0,15
1701654635,201,190,0,0,11
1701656531,201,186,0,0,14
1701659278,205,191,0,0,12
1701662945,199,185,0,0,12
1701666443,195,181,0,0,12
1701670228,234,217,0,0,13
1701673634,196,178,0,0,15
1701677406,204,191,0,0,11
1701680904,209,199,0,0,10
1701684501,226,213,0,0,12
1701687996,248,217,0,0,11
1701692008,255,236,0,0,17
1701695409,261,243,0,0,16
1701698815,256,240,0,0,14
1701702465,246,229,0,0,17
1701706173,208,192,0,0,15
1701709609,191,179,0,0,11
1701713382,207,195,0,0,11
1701716759,204,189,0,0,12
1701720448,229,217,0,0,12
1701723945,223,208,0,0,14
1701727593,234,219,0,0,14
1701731240,238,224,0,0,14
1701736560,241,228,0,0,13
1701741056,245,230,0,0,14
1701742970,244,229,0,0,15
1701745674,247,232,0,0,15
1701749349,241,227,0,0,14
1701752813,234,218,0,0,16
1701756611,251,229,0,0,20
1701760024,228,211,0,0,16
1701763807,223,206,0,0,16
1701767262,240,221,0,0,18
1701770901,246,227,0,0,18
1701774373,220,202,0,0,16
1701778429,214,197,0,0,14
1701781842,230,214,0,0,15
1701785224,219,201,0,0,18
1701788878,206,186,0,0,20
1701792566,169,150,0,0,18
1701796012,167,144,0,0,24
1701799759,186,165,0,0,21
1701803106,198,172,0,0,25
1701806877,203,177,0,0,25
1701810401,212,185,0,0,25
1701814017,215,190,0,0,24
1701817634,212,190,0,0,21
1701822951,224,200,0,0,20
1701827415,226,205,0,0,20
1701829298,227,205,0,0,21
1701832092,230,208,0,0,20
1701835767,233,211,0,0,20
1701839229,232,210,0,0,20
1701842995,242,221,0,0,18
1701846405,212,189,0,0,21
1701850179,197,177,0,0,19
1701853648,226,205,0,0,21
1701857271,233,214,0,0,21
1701860772,197,175,0,0,21
1701864824,205,181,0,0,23
1701868203,208,188,0,0,19
1701871611,197,174,0,0,21
1701875265,185,161,0,0,22
1701879013,164,134,0,0,28
1701882399,146,120,0,0,24
1701886153,162,128,0,0,34
1701889537,176,150,0,0,26
1701893280,192,161,0,0,30
1701896808,197,163,0,0,32
1701900427,188,155,0,0,29
1701904044,193,168,0,0,22
1701909300,192,171,0,0,20
1701913795,197,175,0,0,21
1701915710,205,182,0,0,22
1701918472,205,181,0,0,23
1701922144,204,179,0,0,23
1701925635,200,176,0,0,22
1701929400,204,177,0,0,25
1701932805,168,145,0,0,22
1701936607,176,157,0,0,17
1701940042,167,151,0,0,15
1701943689,175,158,0,0,15
