date,stations_nb,ready,renting,returning,not_installed,not_renting,not_returning
1756688457,208,208,167,208,0,0,0
1756696407,208,208,166,208,0,0,0
1756700465,208,208,171,208,0,0,0
1756703496,208,208,178,207,0,0,0
1756707491,208,208,189,208,0,0,0
1756710700,208,208,187,208,0,0,0
1756714576,208,208,192,208,0,0,0
1756717971,208,208,188,208,0,0,0
1756721546,208,208,195,208,0,0,0
1756724891,208,208,195,208,0,0,0
1756729265,208,208,188,208,0,0,0
1756732892,208,208,191,208,0,0,0
1756735797,208,208,191,208,0,0,0
1756739439,208,208,193,208,0,0,0
1756743134,208,208,185,208,0,0,0
1756746526,208,208,182,208,0,0,0
1756750402,208,208,191,207,0,0,0
1756753670,208,208,185,205,0,0,0
1756757423,208,208,185,206,0,0,0
1756760881,208,208,194,207,0,0,0
1756764579,208,208,191,207,0,0,0
1756768159,208,208,186,207,0,0,0
1756774344,208,208,187,208,0,0,0
1756779791,208,208,184,208,0,0,0
1756783966,208,208,182,208,0,0,0
1756786386,208,208,182,208,0,0,0
1756789838,208,208,179,208,0,0,0
1756793770,208,208,159,208,0,0,0
1756797042,208,208,151,206,0,0,0
1756800883,208,208,153,207,0,0,0
1756804283,208,208,159,207,0,0,0
1756807917,208,208,169,207,0,0,0
1756811311,208,208,177,208,0,0,0
1756815677,208,208,177,207,0,0,0
1756819377,208,208,177,208,0,0,0
1756822226,208,208,169,208,0,0,0
1756825864,208,208,168,208,0,0,0
1756829582,208,208,172,208,0,0,0
1756832914,208,208,165,206,0,0,0
1756836794,208,208,166,205,0,0,0
1756840007,208,208,173,206,0,0,0
1756843882,208,208,170,206,0,0,0
1756847270,208,208,178,207,0,0,0
1756850901,208,208,177,208,0,0,0
1756854532,208,208,179,208,0,0,0
1756860525,208,208,172,207,0,0,0
1756865609,208,208,171,208,0,0,0
1756869604,208,208,180,208,0,0,0
1756872752,208,208,177,208,0,0,0
1756876201,208,208,174,208,0,0,0
1756880078,208,208,182,207,0,0,0
1756883411,208,208,161,206,0,0,0
1756887229,208,208,151,206,0,0,0
1756890682,208,208,163,206,0,0,0
1756894197,208,208,167,206,0,0,0
1756897713,208,208,172,206,0,0,0
1756902018,208,208,170,206,0,0,0
1756905598,208,208,164,204,0,0,0
1756908628,208,208,163,206,0,0,0
1756912202,208,208,159,205,0,0,0
1756915902,208,208,164,206,0,0,0
1756919298,208,208,161,206,0,0,0
1756923238,208,208,155,205,0,0,0
1756926446,208,208,175,206,0,0,0
1756930261,208,208,174,206,0,0,0
1756933710,208,208,183,207,0,0,0
1756937343,208,208,179,207,0,0,0
1756940927,208,208,177,208,0,0,0
1756946921,208,208,171,208,0,0,0
1756952004,208,208,175,208,0,0,0
1756956062,208,208,178,208,0,0,0
1756959088,208,208,180,208,0,0,0
1756962599,208,208,178,208,0,0,0
1756966517,208,208,178,208,0,0,0
1756969795,208,208,157,205,0,0,0
1756973610,208,208,150,204,0,0,0
1756977062,208,208,157,205,0,0,0
1756980633,208,208,166,206,0,0,0
1756984091,208,208,176,207,0,0,0
1756988394,208,208,171,207,0,0,0
1756991970,208,208,183,208,0,0,0
1756995000,208,208,175,208,0,0,0
1756998577,208,208,173,208,0,0,0
1757002354,208,208,173,207,0,0,0
1757005690,208,208,169,205,0,0,0
1757009635,208,208,170,206,0,0,0
1757012850,208,208,173,206,0,0,0
1757016667,208,208,169,206,0,0,0
1757020120,208,208,170,206,0,0,0
1757023753,208,208,177,205,0,0,0
1757027363,208,208,171,205,0,0,0
1757033416,208,208,177,205,0,0,0
1757038624,208,208,173,206,0,0,0
1757042681,208,208,173,206,0,0,0
1757045524,208,208,172,206,0,0,0
1757049035,208,208,174,207,0,0,0
1757052970,208,208,164,208,0,0,0
1757056177,208,208,161,205,0,0,0
1757060053,208,208,161,205,0,0,0
1757063445,208,208,174,204,0,0,0
1757067079,208,208,153,207,0,0,0
1757070468,208,208,174,207,0,0,0
1757074773,208,208,167,208,0,0,0
1757078347,208,208,169,207,0,0,0
1757081376,208,208,172,207,0,0,0
1757085009,208,208,161,207,0,0,0
1757088780,208,208,163,206,0,0,0
1757092130,208,208,152,206,0,0,0
1757096008,208,208,155,205,0,0,0
1757099275,208,208,160,206,0,0,0
1757103091,208,208,163,206,0,0,0
1757106481,208,208,171,206,0,0,0
1757110113,208,208,165,206,0,0,0
1757113760,208,208,177,207,0,0,0
1757119691,208,208,171,207,0,0,0
1757124777,208,208,174,207,0,0,0
1757128770,208,208,168,207,0,0,0
1757131920,208,208,170,207,0,0,0
1757135312,208,208,172,207,0,0,0
1757139185,208,208,177,207,0,0,0
1757142455,208,208,186,207,0,0,0
1757146273,208,208,181,208,0,0,0
1757149723,208,208,182,206,0,0,0
1757153353,208,208,176,207,0,0,0
1757156804,208,208,175,208,0,0,0
1757161042,208,208,166,208,0,0,0
