date,bikes_nb,for_rent,disabled,reserved,no_station
1677625658,830,726,0,0,124
1677631569,842,740,0,0,125
1677637646,858,725,0,0,114
1677640952,854,754,0,0,70
1677643754,840,752,0,0,61
1677647271,839,747,0,0,66
1677651064,825,750,0,0,68
1677654465,782,727,0,0,76
1677658253,752,691,0,0,98
1677661706,790,765,0,0,79
1677665321,792,754,0,0,86
1677668793,727,669,0,0,89
1677672923,768,673,0,0,132
1677676709,745,661,0,0,127
1677679639,749,661,0,0,131
1677683295,722,649,0,0,69
1677687010,682,604,0,0,88
1677690422,654,552,0,0,123
1677694193,633,558,0,0,92
1677697600,679,613,0,0,110
1677701306,712,633,0,0,126
1677704845,705,627,0,0,114
1677708435,708,620,0,0,115
1677712084,684,598,0,0,107
1677714244,702,613,0,0,115
1677717848,698,612,0,0,111
1677723735,728,632,0,0,93
1677727051,724,632,0,0,75
1677730162,717,634,0,0,66
1677733668,713,636,0,0,61
1677737456,724,646,0,0,84
1677740870,665,627,0,0,65
1677744643,653,627,0,0,64
1677748075,656,628,0,0,74
1677751701,664,615,0,0,91
1677755198,615,559,0,0,95
1677759270,613,544,0,0,101
1677763086,626,556,0,0,95
1677766036,657,599,0,0,88
1677769692,607,549,0,0,96
1677773408,575,495,0,0,145
1677776852,550,480,0,0,129
1677780648,578,502,0,0,135
1677783986,653,578,0,0,130
1677787727,691,607,0,0,144
1677791200,679,614,0,0,116
1677794794,687,614,0,0,119
1677798488,695,617,0,0,115
1677810848,736,632,0,0,87
1677817461,732,651,0,0,67
1677820392,725,653,0,0,65
1677823806,728,682,0,0,72
1677827217,698,673,0,0,89
1677831026,726,733,0,0,83
1677834468,733,715,0,0,107
1677838095,756,729,0,0,108
1677841578,708,677,0,0,105
1677845650,712,647,0,0,129
1677849361,709,655,0,0,117
1677852434,715,661,0,0,125
1677856092,717,645,0,0,138
1677859795,623,585,0,0,122
1677863218,602,526,0,0,115
1677866995,622,547,0,0,113
1677870381,671,593,0,0,135
1677874098,703,605,0,0,138
1677877597,676,587,0,0,130
1677881243,681,597,0,0,128
1677884848,674,598,0,0,118
1677890373,692,639,0,0,97
1677895988,721,663,0,0,94
1677899375,732,665,0,0,75
1677902965,714,644,0,0,71
1677906407,713,643,0,0,66
1677910154,726,665,0,0,71
1677913595,772,736,0,0,76
1677917362,800,768,0,0,89
1677920826,815,778,0,0,113
1677924437,758,707,0,0,113
1677927956,740,683,0,0,113
1677931984,738,670,0,0,125
1677935581,681,624,0,0,113
1677938759,649,573,0,0,111
1677942414,651,582,0,0,109
1677946123,608,527,0,0,119
1677949574,548,447,0,0,129
1677953318,517,437,0,0,105
1677956763,578,484,0,0,116
1677960436,619,524,0,0,128
1677963967,646,539,0,0,136
1677967576,633,514,0,0,132
1677971224,629,507,0,0,131
1677977181,627,511,0,0,108
1677983335,677,540,0,0,111
1677986478,668,541,0,0,99
1677989348,669,544,0,0,94
