date,bikes_nb,for_rent,disabled,reserved,no_station
1677017258,533,477,0,0,78
1677103579,621,557,0,0,87
1677190026,708,656,0,0,96
1677276453,753,690,0,0,99
1677362791,733,683,0,0,95
1677449210,650,591,0,0,92
1677535653,683,625,0,0,94
1677622052,770,693,0,0,96
1677714244,751,672,0,0,99
1677798488,661,592,0,0,100
1677884848,696,634,0,0,110
1677971224,681,609,0,0,106
1678057607,578,486,0,0,97
1678144067,556,497,0,0,91
1678230434,504,441,0,0,92
1678316870,419,357,0,0,71
1678403301,401,352,0,0,64
1678489611,319,268,0,0,59
1678576036,289,241,0,0,55
1678662372,278,227,0,0,53
1678748850,286,242,0,0,51
1678835231,320,269,0,0,56
1678921558,319,271,0,0,50
1679008035,252,216,0,0,46
1679094418,252,207,0,0,52
1679180800,192,156,0,0,40
1679267189,151,121,0,0,31
1679353614,192,158,0,0,43
1679440001,268,227,0,0,49
1679526337,243,205,0,0,44
1679612830,213,172,0,0,44
1679699214,239,195,0,0,51
1679785574,236,192,0,0,56
1679871990,139,100,0,0,41
1679958437,188,145,0,0,43
1680044800,237,189,0,0,46
1680131211,253,207,0,0,46
1680217642,232,188,0,0,40
1680303992,177,136,0,0,34
1680390364,189,142,0,0,39
1680476774,148,100,0,0,46
1680563194,136,79,0,0,53
1680649608,187,95,0,0,90
1680735938,188,84,0,0,99
1680822398,236,123,0,0,110
1680908777,360,267,0,0,87
1680995178,427,349,0,0,66
1681081577,447,366,0,0,61
1681167993,451,376,0,0,56
1681254404,582,510,0,0,58
1681340793,687,618,0,0,57
1681427234,764,669,0,0,81
1681513579,822,697,0,0,79
1681599993,794,692,0,0,83
1681686389,788,685,0,0,90
1681772792,723,639,0,0,74
1681859201,718,635,0,0,66
1681945611,789,704,0,0,66
1682032032,735,757,0,0,56
1682118375,801,720,0,0,60
1682204787,790,713,0,0,63
1682291184,596,526,0,0,52
1682377601,534,465,0,0,58
1682463976,644,578,0,0,52
1682550416,748,669,0,0,66
1682636817,821,744,0,0,66
1682723159,839,744,0,0,78
1682809565,803,713,0,0,69
1682895965,739,656,0,0,72
1682982376,445,376,0,0,60
1683068781,585,485,0,0,83
1683155178,750,645,0,0,80
1683241645,716,636,0,0,63
1683328008,653,581,0,0,60
1683414404,596,521,0,0,61
1683500778,485,428,0,0,47
1683587212,452,394,0,0,44
