date,bikes_nb,for_rent,disabled,reserved,no_station
1722473016,910,836,0,0,58
1722477901,965,876,0,0,71
1722481787,962,883,0,0,61
1722485430,949,870,0,0,60
1722488925,933,843,0,0,69
1722492725,853,761,0,0,78
1722496100,834,743,0,0,75
1722499869,852,775,0,0,59
1722503246,825,751,0,0,56
1722507005,779,704,0,0,55
1722510455,837,779,0,0,50
1722514524,781,713,0,0,57
1722517956,761,702,0,0,46
1722521270,803,742,0,0,36
1722524922,659,609,0,0,31
1722528613,608,551,0,0,31
1722532056,519,466,0,0,29
1722535834,530,470,0,0,38
1722539184,556,481,0,0,48
1722542990,609,520,0,0,57
1722546516,625,544,0,0,65
1722550068,716,630,0,0,57
1722553681,750,662,0,0,64
1722559178,890,801,0,0,68
1722563916,959,863,0,0,67
1722566009,964,869,0,0,63
1722568165,966,875,0,0,62
1722571838,959,865,0,0,60
1722575299,925,826,0,0,69
1722579154,868,760,0,0,80
1722582527,905,793,0,0,78
1722586265,926,827,0,0,76
1722589763,911,816,0,0,73
1722593329,891,811,0,0,61
1722596830,861,785,0,0,59
1722600902,846,773,0,0,61
1722604302,831,754,0,0,63
1722607672,802,734,0,0,49
1722611292,725,666,0,0,43
1722614980,645,588,0,0,40
1722618460,541,483,0,0,35
1722622272,543,477,0,0,44
1722625588,660,573,0,0,47
1722629356,643,577,0,0,40
1722632909,744,667,0,0,57
1722636473,807,735,0,0,52
1722640066,814,745,0,0,50
1722645523,928,853,0,0,53
1722650205,963,879,0,0,59
1722652161,996,910,0,0,57
1722654518,1009,921,0,0,55
1722658191,1014,927,0,0,57
1722661649,996,913,0,0,56
1722665503,966,887,0,0,56
1722668808,982,890,0,0,64
1722672573,930,844,0,0,63
1722676095,880,779,0,0,77
1722679683,802,716,0,0,71
1722683219,807,733,0,0,59
1722687197,736,671,0,0,44
1722690510,758,683,0,0,59
1722694102,743,691,0,0,44
1722697630,666,613,0,0,38
