date,stations_nb,ready,renting,returning,not_installed,not_renting,not_returning
1677017238,117,89,90,112,0,27,1
1677103587,117,92,93,112,0,25,1
1677190014,118,100,100,112,0,18,1
1677276428,119,103,105,114,0,15,2
1677362788,120,101,102,114,0,18,2
1677449211,120,94,95,114,0,25,1
1677535632,120,98,99,113,0,21,1
1677622035,120,102,102,114,0,18,1
1677714200,121,97,99,113,0,21,1
1677798446,121,93,94,115,0,27,1
1677884861,123,98,99,115,0,23,1
1677971190,123,98,100,113,0,22,2
1678057623,123,94,95,118,0,27,0
1678144095,123,93,94,117,0,28,1
1678230458,122,83,84,118,0,38,1
1678316844,122,79,80,117,0,41,1
1678403276,122,80,81,117,0,41,0
1678489587,124,76,77,122,0,46,0
1678576003,124,76,76,122,0,47,0
1678662398,124,74,75,122,0,48,0
1678748854,124,78,79,123,0,44,0
1678835206,125,79,79,124,0,46,0
1678921559,129,81,81,128,0,47,0
1679008010,129,71,72,128,0,57,0
1679094425,130,69,69,129,0,60,0
1679180816,131,59,59,130,0,71,0
1679267187,131,54,54,131,0,76,0
1679353618,131,65,65,130,0,65,0
1679440003,132,76,76,131,0,55,0
1679526283,134,69,69,132,0,64,0
1679612831,128,65,65,127,0,62,0
1679699183,134,71,71,133,0,62,0
1679785549,134,68,68,133,0,65,0
1679871992,134,53,53,133,0,80,0
1679958412,134,62,62,133,0,71,0
1680044772,134,73,74,133,0,59,0
1680131238,134,77,77,133,0,57,0
1680217613,136,72,72,135,0,63,0
1680303963,136,58,58,135,0,77,0
1680390365,136,66,66,135,0,69,0
1680476775,130,48,48,130,0,81,0
1680563167,137,45,45,137,0,91,0
1680649610,139,50,50,139,0,89,0
1680735923,141,43,43,140,0,97,0
1680822372,141,61,61,141,0,80,0
1680908740,142,86,86,141,0,55,0
1680995146,142,96,96,141,0,45,0
1681081536,142,98,99,140,0,42,0
1681167963,142,104,104,141,0,37,0
1681254406,142,111,111,140,0,30,0
1681340795,142,116,117,140,0,25,0
1681427235,144,120,121,141,0,22,0
1681513567,139,116,117,135,0,21,0
1681599943,134,112,113,129,0,20,1
1681686342,147,112,113,141,0,33,1
1681772803,147,117,118,141,0,28,1
1681859170,146,114,115,141,0,31,1
1681945614,144,115,116,139,0,28,1
1682032044,144,119,120,138,0,23,1
1682118336,139,119,120,135,0,19,1
1682204788,146,119,120,141,0,25,1
1682291161,146,104,106,139,0,39,1
1682377552,146,107,107,140,0,38,0
1682463994,140,107,108,135,0,31,1
1682550394,147,115,116,142,0,30,1
1682636827,147,121,122,140,0,24,1
1682723145,146,120,121,139,0,24,1
1682809528,146,119,120,139,0,25,1
1682895975,139,115,117,134,0,22,1
1682982385,114,82,83,109,0,30,0
1683068796,146,104,105,142,0,40,1
1683155163,148,113,115,143,0,32,1
1683241648,149,113,114,144,0,34,0
1683327990,149,111,112,143,0,36,0
1683414406,149,103,104,143,0,44,0
1683500743,149,100,101,144,0,47,1
1683587188,149,100,100,146,0,48,0
1683673590,149,117,118,145,0,30,1
1683760017,150,116,118,145,0,32,1
1683846382,148,107,108,144,0,40,1
1683932744,148,101,101,145,0,46,0
1684019133,148,111,112,146,0,35,0
1684105605,148,97,98,143,0,49,1
1684191992,149,91,92,147,0,57,0
1684278391,145,99,99,142,0,45,0
1684364763,152,99,99,149,0,52,0
1684451207,152,108,108,148,0,43,0
1684537615,152,116,117,148,0,35,0
1684623950,153,120,120,149,0,32,0
1684710388,153,120,121,148,0,31,0
1684796778,153,103,105,148,0,47,1
1684883177,154,103,104,150,0,49,0
1684969582,155,99,100,152,0,54,0
1685055988,155,108,109,150,0,45,1
1685142364,155,96,96,151,0,58,0
1685228757,155,82,82,153,0,72,0
1685315184,155,83,83,151,0,71,0
1685401580,155,96,96,152,0,58,0
1685487990,155,92,93,152,0,61,0
1685574398,155,97,97,154,0,57,0
1685660821,155,99,99,154,0,55,0
1685747226,155,87,88,153,0,66,0
1685833573,155,64,64,153,0,90,0
1685919996,155,89,90,154,0,64,0
1686006381,155,92,93,154,0,61,0
1686092761,155,83,83,153,0,71,0
1686179182,155,77,77,154,0,77,0
1686265621,156,84,84,155,0,71,0
1686351998,159,86,87,158,0,71,0
1686438348,160,82,82,158,0,77,0
1686524798,160,87,88,158,0,71,0
1686697594,160,103,104,159,0,56,0
1686784027,160,110,110,159,0,50,0
1686870411,162,104,105,161,0,57,0
1686956800,164,100,100,162,0,63,0
1687043181,166,102,102,163,0,63,0
1687129608,166,104,104,163,0,61,0
1687216006,166,121,121,164,0,44,0
